연번,호선,역명,장비,호기,승강기번호,운행구간(공사기준),설치위치,운행구간(자체조사)
1785,8,장지,E/S,4,1805-664,BM1-B1,내부,대합(B1)-BM1
1786,8,장지,E/S,5,1805-665,F1-BM1,외부,BM1-지상(#3 출구)
1787,8,장지,E/S,6,1805-666,F1-BM1,외부,BM1-지상(#3 출구)
1788,8,복정,E/S,1,1802-951,B1-B2,내부,중앙/승강(B2)-대합(B1)
1789,8,복정,E/S,2,1802-952,F1-BM1,외부,BM1-지상(#2 출구)
1790,8,복정,E/S,3,1802-953,F1-BM1,외부,BM1-지상(#2 출구)
1791,8,남위례,E/S,1,3813-889,F1-F2,,F1-F2
1792,8,남위례,E/S,2,3813-890,F2-F1,,F2-F1
1793,8,남위례,E/S,3,3813-891,F2-F3,,F2-F3
1794,8,남위례,E/S,4,3813-892,F3-F2,,F3-F2
1795,8,남위례,E/S,5,3813-886,F2-F3,,F2-F3
1796,8,남위례,E/S,6,3813-887,F3-F2,,F3-F2
1797,8,남위례,E/S,7,3813-888,F1-F2,,F1-F2
1798,8,산성,E/S,1,3805-435,B2-B3,내부,상/시/승강(B3)-대합(B2)
1799,8,산성,E/S,2,3805-436,B2-B3,내부,상/시/승강(B3)-대합(B2)
1800,8,산성,E/S,3,3805-437,B2-B3,내부,하/시/승강(B3)-대합(B2)
1801,8,산성,E/S,4,3805-438,B2-B3,내부,하/시/승강(B3)-대합(B2)
1802,8,산성,E/S,5,3802-097,B2-B3,내부,상/종/승강(B3)-대합(B2)
1803,8,산성,E/S,6,3802-098,B2-B3,내부,상/종/승강(B3)-대합(B2)
1804,8,산성,E/S,7,3802-099,B2-B3,내부,하/종/승강(B3)-대합(B2)
1805,8,산성,E/S,8,3802-100,B2-B3,내부,하/종/승강(B3)-대합(B2)
1806,8,산성,E/S,9,3805-449,B1-B2,내부,대합(B2)-대합(B1)
1807,8,산성,E/S,10,3805-439,B1-B2,내부,대합(B2)-대합(B1)
1808,8,산성,E/S,11,3805-440,B1-B2,내부,대합(B2)-대합(B1)
1809,8,산성,E/S,12,3805-502,F1-BM1,외부,BM1-지상(#2 출구)
1810,8,산성,E/S,13,3805-501,F1-BM1,외부,BM1-지상(#2 출구)
1811,8,남한산성입구,E/S,1,3802-079,F1-B1,외부,대합(B1)-지상(#1 출구)
1812,8,남한산성입구,E/S,2,3802-080,F1-B1,외부,대합(B1)-지상(#1 출구)
1813,8,남한산성입구,E/S,3,3805-603,B2-B1,내부,대합(B2)-대합(B1)
1814,8,남한산성입구,E/S,4,3805-604,B2-B2,내부,대합(B2)-대합(B1)
1815,8,단대오거리,E/S,1,3802-053,F1-B2,외부,대합(B1)-지상(#1 출구)
1816,8,단대오거리,E/S,2,3802-054,F1-B2,외부,대합(B1)-지상(#1 출구)
1817,8,단대오거리,E/S,3,3805-601,B1-B2,내부,대합(B2)-대합(B1)
1818,8,단대오거리,E/S,4,3805-602,B1-B2,내부,대합(B2)-대합(B1)
1819,8,단대오거리,E/S,5,3811-916,F1-B1,외부,
1820,8,단대오거리,E/S,6,3811-917,F1-B1,외부,
1821,8,모란,E/S,1,3802-183,B1-B2,내부,대합(B2)-대합(B1)
1822,8,모란,E/S,2,3802-184,B1-B2,내부,대합(B2)-대합(B1)
